Tools	Port 2: NDI 8700340  s/n:34802401	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers
1	Port 2: NDI 8700340  s/n:34802401	67398	1	OK	0.7075021	-0.4014187	0.3929038	0.4288712	-58.081	86.216	451.324	0.2044143	0
1	Port 2: NDI 8700340  s/n:34802401	67399	1	OK	0.7093487	-0.4018856	0.3968718	0.4216694	-56.384	85.839	450.426	0.2082061	0
1	Port 2: NDI 8700340  s/n:34802401	67400	1	OK	0.7111108	-0.4020731	0.4006444	0.4149010	-54.124	85.820	449.289	0.1955736	0
1	Port 2: NDI 8700340  s/n:34802401	67401	1	OK	0.7119893	-0.4021345	0.4051746	0.4088919	-52.363	85.516	448.256	0.1977972	0
1	Port 2: NDI 8700340  s/n:34802401	67402	1	OK	0.7124813	-0.4015900	0.4095938	0.4041396	-50.608	85.145	447.065	0.2127624	0
1	Port 2: NDI 8700340  s/n:34802401	67403	1	OK	0.7128972	-0.4014248	0.4142943	0.3987430	-48.642	84.894	445.881	0.2094927	0
1	Port 2: NDI 8700340  s/n:34802401	67404	1	OK	0.7135703	-0.4015264	0.4187133	0.3927762	-46.824	84.454	444.691	0.1998442	0
1	Port 2: NDI 8700340  s/n:34802401	67405	1	OK	0.7144958	-0.4021386	0.4227399	0.3860975	-45.201	84.048	443.418	0.2106092	0
1	Port 2: NDI 8700340  s/n:34802401	67406	1	OK	0.7149369	-0.4019980	0.4272053	0.3804714	-43.345	83.726	442.123	0.2088494	0
1	Port 2: NDI 8700340  s/n:34802401	67407	1	OK	0.7146133	-0.4016017	0.4318276	0.3762564	-41.593	83.335	440.705	0.2249456	0
1	Port 2: NDI 8700340  s/n:34802401	67408	1	OK	0.7141676	-0.4018417	0.4367301	0.3711531	-40.228	82.844	439.420	0.2063606	0
1	Port 2: NDI 8700340  s/n:34802401	67409	1	OK	0.7133407	-0.4013526	0.4419343	0.3670902	-38.352	82.689	437.983	0.2028532	0
1	Port 2: NDI 8700340  s/n:34802401	67410	1	OK	0.7131341	-0.4021777	0.4466528	0.3608243	-37.095	82.158	436.767	0.1893063	0
1	Port 2: NDI 8700340  s/n:34802401	67411	1	OK	0.7121429	-0.4023540	0.4515918	0.3564106	-35.363	81.940	435.359	0.1823952	0
1	Port 2: NDI 8700340  s/n:34802401	67412	1	OK	0.7117275	-0.4025973	0.4555458	0.3519053	-34.244	81.397	433.942	0.1849364	0
1	Port 2: NDI 8700340  s/n:34802401	67413	1	OK	0.7109984	-0.4041703	0.4602354	0.3454141	-32.715	81.112	432.649	0.1707306	0
1	Port 2: NDI 8700340  s/n:34802401	67414	1	OK	0.7097995	-0.4040909	0.4646140	0.3420951	-31.294	80.717	431.142	0.1888724	0
1	Port 2: NDI 8700340  s/n:34802401	67415	1	OK	0.7092612	-0.4049194	0.4684151	0.3370105	-30.047	80.176	429.629	0.1971303	0
1	Port 2: NDI 8700340  s/n:34802401	67416	1	OK	0.7092410	-0.4076874	0.4714245	0.3294346	-28.685	79.725	428.210	0.1683782	0
1	Port 2: NDI 8700340  s/n:34802401	67417	1	OK	0.7086493	-0.4098630	0.4750618	0.3227146	-27.284	79.357	426.781	0.1826767	0
1	Port 2: NDI 8700340  s/n:34802401	67418	1	OK	0.7080679	-0.4115702	0.4784267	0.3167928	-26.286	78.838	425.240	0.1725127	0
1	Port 2: NDI 8700340  s/n:34802401	67419	1	OK	0.7071049	-0.4133579	0.4816757	0.3116510	-25.133	78.184	423.718	0.1758571	0
1	Port 2: NDI 8700340  s/n:34802401	67420	1	OK	0.7067580	-0.4162736	0.4848853	0.3034727	-23.780	77.833	422.150	0.1798658	0
1	Port 2: NDI 8700340  s/n:34802401	67421	1	OK	0.7060969	-0.4193830	0.4877668	0.2960213	-22.547	77.309	420.610	0.1826994	0
1	Port 2: NDI 8700340  s/n:34802401	67422	1	OK	0.7055156	-0.4223963	0.4902524	0.2889321	-21.268	76.657	418.940	0.1736951	0
1	Port 2: NDI 8700340  s/n:34802401	67423	1	OK	0.7046501	-0.4263618	0.4929851	0.2804453	-20.121	76.099	417.471	0.1639564	0
1	Port 2: NDI 8700340  s/n:34802401	67424	1	OK	0.7039555	-0.4300561	0.4953063	0.2723417	-18.892	75.426	415.865	0.1654771	0
1	Port 2: NDI 8700340  s/n:34802401	67425	1	OK	0.7033622	-0.4349361	0.4970460	0.2627880	-17.657	74.773	414.240	0.1735166	0
1	Port 2: NDI 8700340  s/n:34802401	67426	1	OK	0.7026842	-0.4396264	0.4986716	0.2535552	-16.420	74.196	412.591	0.1779649	0
1	Port 2: NDI 8700340  s/n:34802401	67427	1	OK	0.7020387	-0.4447121	0.4996953	0.2442896	-15.150	73.555	410.886	0.1674067	0
1	Port 2: NDI 8700340  s/n:34802401	67428	1	OK	0.7008904	-0.4498202	0.5009263	0.2355573	-14.300	72.789	409.349	0.1666897	0
1	Port 2: NDI 8700340  s/n:34802401	67429	1	OK	0.6992622	-0.4546676	0.5024966	0.2276112	-13.254	72.214	407.678	0.1835369	0
1	Port 2: NDI 8700340  s/n:34802401	67430	1	OK	0.6979348	-0.4591782	0.5037948	0.2196205	-12.429	71.675	405.934	0.1721279	0
1	Port 2: NDI 8700340  s/n:34802401	67431	1	OK	0.6964619	-0.4640017	0.5046032	0.2121768	-11.751	70.949	404.192	0.1985164	0
1	Port 2: NDI 8700340  s/n:34802401	67432	1	OK	0.6941343	-0.4692822	0.5060822	0.2045302	-10.930	70.502	402.612	0.1705848	0
1	Port 2: NDI 8700340  s/n:34802401	67433	1	OK	0.6920182	-0.4734473	0.5073207	0.1989580	-10.523	69.892	400.916	0.1789187	0
1	Port 2: NDI 8700340  s/n:34802401	67434	1	OK	0.6895429	-0.4778430	0.5087889	0.1932113	-9.836	69.511	399.208	0.1772365	0
1	Port 2: NDI 8700340  s/n:34802401	67435	1	OK	0.6869191	-0.4816472	0.5103131	0.1890465	-9.356	69.161	397.472	0.2247294	0
1	Port 2: NDI 8700340  s/n:34802401	67436	1	OK	0.6844554	-0.4859928	0.5113433	0.1840103	-9.168	68.765	395.875	0.2120689	0
1	Port 2: NDI 8700340  s/n:34802401	67437	1	OK	0.6812222	-0.4903010	0.5131263	0.1795626	-8.823	68.514	394.345	0.1846150	0
1	Port 2: NDI 8700340  s/n:34802401	67438	1	OK	0.6787297	-0.4943915	0.5138094	0.1757922	-8.788	68.128	392.733	0.2162128	0
1	Port 2: NDI 8700340  s/n:34802401	67439	1	OK	0.6760254	-0.4987398	0.5144313	0.1720720	-8.797	67.909	391.137	0.1825814	0
1	Port 2: NDI 8700340  s/n:34802401	67440	1	OK	0.6729417	-0.5031952	0.5153394	0.1684321	-8.812	67.803	389.574	0.2044762	0
1	Port 2: NDI 8700340  s/n:34802401	67441	1	OK	0.6698628	-0.5074306	0.5159192	0.1662091	-9.068	67.458	388.097	0.1802892	0
1	Port 2: NDI 8700340  s/n:34802401	67442	1	OK	0.6664811	-0.5118625	0.5168441	0.1633156	-9.278	67.474	386.617	0.2018347	0
1	Port 2: NDI 8700340  s/n:34802401	67443	1	OK	0.6632328	-0.5164595	0.5170724	0.1613318	-9.617	67.412	385.038	0.2121988	0
1	Port 2: NDI 8700340  s/n:34802401	67444	1	OK	0.6597829	-0.5211197	0.5173067	0.1597327	-10.061	67.372	383.527	0.1853391	0
1	Port 2: NDI 8700340  s/n:34802401	67445	1	OK	0.6562789	-0.5259869	0.5172801	0.1582943	-10.446	67.472	381.996	0.1792953	0
1	Port 2: NDI 8700340  s/n:34802401	67446	1	OK	0.6528048	-0.5304563	0.5175299	0.1569228	-11.026	67.477	380.513	0.1892450	0
1	Port 2: NDI 8700340  s/n:34802401	67447	1	OK	0.6493814	-0.5358186	0.5169108	0.1549372	-11.525	67.640	379.023	0.1822502	0
1	Port 2: NDI 8700340  s/n:34802401	67448	1	OK	0.6463260	-0.5411105	0.5158511	0.1528388	-12.188	67.787	377.447	0.1877037	0
1	Port 2: NDI 8700340  s/n:34802401	67449	1	OK	0.6425135	-0.5464795	0.5153532	0.1514845	-12.913	67.860	376.030	0.2018227	0
1	Port 2: NDI 8700340  s/n:34802401	67450	1	OK	0.6389648	-0.5519650	0.5143814	0.1499016	-13.670	67.937	374.537	0.1837125	0
1	Port 2: NDI 8700340  s/n:34802401	67451	1	OK	0.6353103	-0.5571583	0.5134894	0.1492787	-14.425	68.064	372.952	0.1888644	0
1	Port 2: NDI 8700340  s/n:34802401	67452	1	OK	0.6314161	-0.5624479	0.5127400	0.1485384	-15.309	68.104	371.494	0.1914797	0
1	Port 2: NDI 8700340  s/n:34802401	67453	1	OK	0.6278803	-0.5676568	0.5115686	0.1477486	-16.125	68.150	369.913	0.2122834	0
1	Port 2: NDI 8700340  s/n:34802401	67454	1	OK	0.6238112	-0.5731776	0.5107168	0.1466130	-17.059	68.314	368.457	0.2070242	0
1	Port 2: NDI 8700340  s/n:34802401	67455	1	OK	0.6199090	-0.5778075	0.5102675	0.1465551	-17.918	68.501	366.868	0.2131763	0
1	Port 2: NDI 8700340  s/n:34802401	67456	1	OK	0.6156982	-0.5827768	0.5096580	0.1467502	-18.989	68.476	365.498	0.2088748	0
1	Port 2: NDI 8700340  s/n:34802401	67457	1	OK	0.6121211	-0.5879352	0.5082299	0.1460903	-19.865	68.605	363.995	0.2368513	0
1	Port 2: NDI 8700340  s/n:34802401	67458	1	OK	0.6081046	-0.5928951	0.5073502	0.1458768	-20.709	68.774	362.593	0.2286973	0
1	Port 2: NDI 8700340  s/n:34802401	67459	1	OK	0.6045847	-0.5981814	0.5054612	0.1454829	-21.676	68.814	361.200	0.2051770	0
1	Port 2: NDI 8700340  s/n:34802401	67460	1	OK	0.6007883	-0.6033243	0.5040779	0.1447712	-22.761	68.948	359.862	0.2034187	0
1	Port 2: NDI 8700340  s/n:34802401	67461	1	OK	0.5968480	-0.6083033	0.5026431	0.1452219	-23.764	69.095	358.484	0.2283415	0
1	Port 2: NDI 8700340  s/n:34802401	67462	1	OK	0.5932291	-0.6133245	0.5007383	0.1455111	-24.926	69.141	357.156	0.2540279	0
1	Port 2: NDI 8700340  s/n:34802401	67463	1	OK	0.5896278	-0.6186941	0.4983845	0.1454976	-26.042	69.331	355.805	0.2389579	0
1	Port 2: NDI 8700340  s/n:34802401	67464	1	OK	0.5856059	-0.6235936	0.4968518	0.1460649	-27.216	69.617	354.530	0.2343122	0
1	Port 2: NDI 8700340  s/n:34802401	67465	1	OK	0.5815467	-0.6287827	0.4948479	0.1468376	-28.599	69.754	353.353	0.2397531	0
1	Port 2: NDI 8700340  s/n:34802401	67466	1	OK	0.5778751	-0.6338213	0.4924332	0.1477850	-29.903	69.970	352.127	0.2565789	0
1	Port 2: NDI 8700340  s/n:34802401	67467	1	OK	0.5746990	-0.6390629	0.4891794	0.1484020	-31.448	70.097	350.887	0.2609715	0
1	Port 2: NDI 8700340  s/n:34802401	67468	1	OK	0.5705214	-0.6442259	0.4868708	0.1497838	-32.706	70.427	349.769	0.2759194	0
1	Port 2: NDI 8700340  s/n:34802401	67469	1	OK	0.5669887	-0.6493968	0.4837541	0.1509621	-34.306	70.624	348.584	0.2747070	0
1	Port 2: NDI 8700340  s/n:34802401	67470	1	OK	0.5633429	-0.6547612	0.4802712	0.1525520	-35.897	70.812	347.467	0.2733762	0
1	Port 2: NDI 8700340  s/n:34802401	67471	1	OK	0.5598305	-0.6600508	0.4766581	0.1540122	-37.555	71.060	346.389	0.2808645	0
1	Port 2: NDI 8700340  s/n:34802401	67472	1	OK	0.5558916	-0.6653840	0.4733483	0.1555317	-38.852	71.567	345.358	0.3027468	0
1	Port 2: NDI 8700340  s/n:34802401	67473	1	OK	0.5528250	-0.6711140	0.4685714	0.1563050	-40.628	71.751	344.447	0.2927767	0
1	Port 2: NDI 8700340  s/n:34802401	67474	1	OK	0.5499438	-0.6767644	0.4634383	0.1574061	-42.489	71.903	343.563	0.2813122	0
1	Port 2: NDI 8700340  s/n:34802401	67475	1	OK	0.5465647	-0.6817625	0.4594098	0.1594038	-44.069	72.359	342.651	0.2783737	0
1	Port 2: NDI 8700340  s/n:34802401	67476	1	OK	0.5429999	-0.6856102	0.4565332	0.1633010	-46.039	72.601	341.776	0.3260741	0
1	Port 2: NDI 8700340  s/n:34802401	67477	1	OK	0.5395057	-0.6896568	0.4534311	0.1664550	-48.014	72.907	341.044	0.3256498	0
1	Port 2: NDI 8700340  s/n:34802401	67478	1	OK	0.5363401	-0.6939149	0.4496827	0.1691359	-49.853	73.321	340.331	0.2989297	0
1	Port 2: NDI 8700340  s/n:34802401	67479	1	OK	0.5333639	-0.6977095	0.4461477	0.1722689	-51.654	73.754	339.615	0.3029958	0
1	Port 2: NDI 8700340  s/n:34802401	67480	1	OK	0.5308293	-0.7017894	0.4415566	0.1753269	-53.555	74.025	338.935	0.3010836	0
1	Port 2: NDI 8700340  s/n:34802401	67481	1	OK	0.5281004	-0.7055078	0.4375759	0.1785949	-55.478	74.375	338.402	0.2948526	0
1	Port 2: NDI 8700340  s/n:34802401	67482	1	OK	0.5250364	-0.7086710	0.4343729	0.1828726	-57.493	74.773	337.949	0.3059126	0
1	Port 2: NDI 8700340  s/n:34802401	67483	1	OK	0.5220991	-0.7119610	0.4305741	0.1874299	-59.502	75.192	337.560	0.3150025	0
1	Port 2: NDI 8700340  s/n:34802401	67484	1	OK	0.5194937	-0.7149399	0.4269527	0.1915686	-61.544	75.731	337.174	0.3114420	0
1	Port 2: NDI 8700340  s/n:34802401	67485	1	OK	0.5174050	-0.7175741	0.4226302	0.1968836	-63.958	75.800	336.837	0.3189878	0
1	Port 2: NDI 8700340  s/n:34802401	67486	1	OK	0.5146079	-0.7207352	0.4188748	0.2006573	-65.807	76.538	336.696	0.3076470	0
1	Port 2: NDI 8700340  s/n:34802401	67487	1	OK	0.5127074	-0.7238947	0.4139438	0.2043480	-68.044	77.051	336.511	0.2948632	0
1	Port 2: NDI 8700340  s/n:34802401	67488	1	OK	0.5108699	-0.7265954	0.4089410	0.2093761	-70.239	77.446	336.418	0.2881592	0
1	Port 2: NDI 8700340  s/n:34802401	67489	1	OK	0.5086247	-0.7291210	0.4046800	0.2142839	-72.425	77.861	336.448	0.2692194	0
1	Port 2: NDI 8700340  s/n:34802401	67490	1	OK	0.5067703	-0.7315212	0.3996768	0.2198159	-74.699	78.277	336.425	0.2599760	0
1	Port 2: NDI 8700340  s/n:34802401	67491	1	OK	0.5046596	-0.7333880	0.3958833	0.2252491	-77.116	78.809	336.494	0.2740953	0
1	Port 2: NDI 8700340  s/n:34802401	67492	1	OK	0.5031516	-0.7354592	0.3908044	0.2306731	-79.629	79.103	336.663	0.2435703	0
1	Port 2: NDI 8700340  s/n:34802401	67493	1	OK	0.5018854	-0.7376143	0.3854918	0.2354404	-81.818	79.629	336.990	0.2712853	0
1	Port 2: NDI 8700340  s/n:34802401	67494	1	OK	0.5010957	-0.7403830	0.3788398	0.2391997	-83.892	80.177	337.416	0.2455124	0
1	Port 2: NDI 8700340  s/n:34802401	67495	1	OK	0.5006012	-0.7425098	0.3723493	0.2437903	-86.212	80.566	337.812	0.2544473	0
1	Port 2: NDI 8700340  s/n:34802401	67496	1	OK	0.4993312	-0.7437024	0.3674935	0.2500471	-88.515	81.010	338.210	0.2613595	0
1	Port 2: NDI 8700340  s/n:34802401	67497	1	OK	0.4980409	-0.7451537	0.3623669	0.2557175	-90.897	81.495	338.789	0.2561647	0
1	Port 2: NDI 8700340  s/n:34802401	67498	1	OK	0.4971267	-0.7464190	0.3566294	0.2617998	-93.336	81.930	339.362	0.2607014	0
1	Port 2: NDI 8700340  s/n:34802401	67499	1	OK	0.4958985	-0.7467232	0.3522597	0.2690767	-95.788	82.314	340.058	0.2693481	0
1	Port 2: NDI 8700340  s/n:34802401	67500	1	OK	0.4956627	-0.7479885	0.3459271	0.2741645	-98.281	82.796	340.827	0.2599878	0
1	Port 2: NDI 8700340  s/n:34802401	67501	1	OK	0.4949753	-0.7484142	0.3403288	0.2811616	-100.588	83.148	341.669	0.2692894	0
1	Port 2: NDI 8700340  s/n:34802401	67502	1	OK	0.4954066	-0.7491504	0.3339579	0.2860389	-102.907	83.623	342.671	0.2477544	0
1	Port 2: NDI 8700340  s/n:34802401	67503	1	OK	0.4949107	-0.7487636	0.3289591	0.2936023	-105.432	83.939	343.547	0.2737837	0
1	Port 2: NDI 8700340  s/n:34802401	67504	1	OK	0.4937478	-0.7482756	0.3248893	0.3012370	-107.703	84.411	344.747	0.2672775	0
1	Port 2: NDI 8700340  s/n:34802401	67505	1	OK	0.4933012	-0.7477090	0.3199673	0.3085549	-110.518	84.558	345.934	0.2760967	0
1	Port 2: NDI 8700340  s/n:34802401	67506	1	OK	0.4931636	-0.7465689	0.3152447	0.3162995	-112.999	84.895	347.045	0.2666265	0
1	Port 2: NDI 8700340  s/n:34802401	67507	1	OK	0.4927383	-0.7453186	0.3110726	0.3239490	-115.533	85.207	348.324	0.2792636	0
1	Port 2: NDI 8700340  s/n:34802401	67508	1	OK	0.4920580	-0.7437334	0.3070385	0.3323657	-117.619	85.568	349.764	0.2744265	0
1	Port 2: NDI 8700340  s/n:34802401	67509	1	OK	0.4925195	-0.7422590	0.3022050	0.3393350	-120.290	85.612	351.147	0.2592444	0
1	Port 2: NDI 8700340  s/n:34802401	67510	1	OK	0.4920694	-0.7398547	0.2987621	0.3481722	-122.330	85.943	352.564	0.2746248	0
1	Port 2: NDI 8700340  s/n:34802401	67511	1	OK	0.4924179	-0.7384722	0.2944418	0.3542422	-124.626	86.295	354.228	0.2748068	0
1	Port 2: NDI 8700340  s/n:34802401	67512	1	OK	0.4925901	-0.7361275	0.2904994	0.3620517	-126.683	86.443	355.830	0.2715618	0
1	Port 2: NDI 8700340  s/n:34802401	67513	1	OK	0.4934753	-0.7341162	0.2863818	0.3681588	-128.688	86.626	357.552	0.3068670	0
1	Port 2: NDI 8700340  s/n:34802401	67514	1	OK	0.4941996	-0.7315329	0.2821516	0.3755221	-130.359	86.912	359.092	0.2577764	0
1	Port 2: NDI 8700340  s/n:34802401	67515	1	OK	0.4956933	-0.7293887	0.2784589	0.3804484	-132.038	87.389	360.902	0.2461486	0
1	Port 2: NDI 8700340  s/n:34802401	67516	1	OK	0.4969690	-0.7266859	0.2739881	0.3871434	-133.808	87.228	362.571	0.2536593	0
1	Port 2: NDI 8700340  s/n:34802401	67517	1	OK	0.4980389	-0.7238411	0.2713316	0.3929255	-135.235	87.640	364.371	0.2812538	0
1	Port 2: NDI 8700340  s/n:34802401	67518	1	OK	0.4996714	-0.7213253	0.2670659	0.3983644	-136.799	87.629	366.154	0.2320483	0
1	Port 2: NDI 8700340  s/n:34802401	67519	1	OK	0.5012931	-0.7184072	0.2637220	0.4037909	-138.154	87.741	367.869	0.2638534	0
1	Port 2: NDI 8700340  s/n:34802401	67520	1	OK	0.5030971	-0.7156057	0.2604730	0.4086020	-139.317	87.899	369.686	0.2277553	0
1	Port 2: NDI 8700340  s/n:34802401	67521	1	OK	0.5054269	-0.7128482	0.2569588	0.4127508	-140.269	88.161	371.424	0.2228099	0
1	Port 2: NDI 8700340  s/n:34802401	67522	1	OK	0.5080199	-0.7102872	0.2526565	0.4166205	-141.436	88.031	373.228	0.2207967	0
1	Port 2: NDI 8700340  s/n:34802401	67523	1	OK	0.5108111	-0.7075383	0.2493639	0.4198561	-142.117	88.460	375.028	0.2463817	0
1	Port 2: NDI 8700340  s/n:34802401	67524	1	OK	0.5128928	-0.7045099	0.2467798	0.4239180	-143.008	88.566	376.755	0.2321910	0
1	Port 2: NDI 8700340  s/n:34802401	67525	1	OK	0.5149189	-0.7011108	0.2443676	0.4284701	-143.544	88.852	378.544	0.2363229	0
1	Port 2: NDI 8700340  s/n:34802401	67526	1	OK	0.5171695	-0.6980810	0.2421877	0.4319302	-144.227	88.990	380.331	0.2408005	0
1	Port 2: NDI 8700340  s/n:34802401	67527	1	OK	0.5209010	-0.6951947	0.2379272	0.4344619	-144.925	89.134	381.932	0.2175982	0
1	Port 2: NDI 8700340  s/n:34802401	67528	1	OK	0.5241406	-0.6924237	0.2345061	0.4368442	-145.229	89.275	383.722	0.2048202	0
1	Port 2: NDI 8700340  s/n:34802401	67529	1	OK	0.5261571	-0.6888651	0.2330030	0.4408323	-145.669	89.416	385.358	0.2299703	0
1	Port 2: NDI 8700340  s/n:34802401	67530	1	OK	0.5291081	-0.6861034	0.2309228	0.4426979	-146.146	89.499	387.175	0.2078933	0
1	Port 2: NDI 8700340  s/n:34802401	67531	1	OK	0.5319616	-0.6828003	0.2284121	0.4456775	-146.549	89.658	388.690	0.1980735	0
1	Port 2: NDI 8700340  s/n:34802401	67532	1	OK	0.5352668	-0.6798224	0.2256198	0.4476904	-146.754	89.712	390.494	0.2113208	0
1	Port 2: NDI 8700340  s/n:34802401	67533	1	OK	0.5382179	-0.6763584	0.2237528	0.4503282	-147.154	89.844	392.103	0.2116406	0
1	Port 2: NDI 8700340  s/n:34802401	67534	1	OK	0.5409647	-0.6731251	0.2212143	0.4531269	-147.210	90.019	393.822	0.2153367	0
1	Port 2: NDI 8700340  s/n:34802401	67535	1	OK	0.5438064	-0.6701140	0.2189707	0.4552733	-147.713	90.050	395.537	0.2050594	0
1	Port 2: NDI 8700340  s/n:34802401	67536	1	OK	0.5450476	-0.6663004	0.2181180	0.4597733	-148.148	89.969	397.285	0.2013589	0
1	Port 2: NDI 8700340  s/n:34802401	67537	1	OK	0.5474049	-0.6628094	0.2164625	0.4627909	-148.543	90.021	398.991	0.2038106	0
1	Port 2: NDI 8700340  s/n:34802401	67538	1	OK	0.5493390	-0.6589016	0.2150617	0.4667161	-149.014	89.955	400.637	0.2080675	0
1	Port 2: NDI 8700340  s/n:34802401	67539	1	OK	0.5520200	-0.6556406	0.2127164	0.4692133	-149.247	89.930	402.410	0.2073505	0
1	Port 2: NDI 8700340  s/n:34802401	67540	1	OK	0.5538502	-0.6517669	0.2118603	0.4728267	-149.650	89.845	404.149	0.2081690	0
1	Port 2: NDI 8700340  s/n:34802401	67541	1	OK	0.5551412	-0.6477268	0.2114333	0.4770368	-150.023	89.680	405.762	0.2031704	0
1	Port 2: NDI 8700340  s/n:34802401	67542	1	OK	0.5573194	-0.6441646	0.2106174	0.4796742	-150.217	89.662	407.556	0.2221602	0
1	Port 2: NDI 8700340  s/n:34802401	67543	1	OK	0.5595554	-0.6403980	0.2101520	0.4823114	-150.362	89.666	409.226	0.2068378	0
1	Port 2: NDI 8700340  s/n:34802401	67544	1	OK	0.5608988	-0.6359462	0.2099996	0.4866880	-150.359	89.593	410.823	0.1989953	0
1	Port 2: NDI 8700340  s/n:34802401	67545	1	OK	0.5631253	-0.6321305	0.2095692	0.4892664	-150.337	89.554	412.528	0.1937864	0
1	Port 2: NDI 8700340  s/n:34802401	67546	1	OK	0.5657439	-0.6283796	0.2087487	0.4914233	-150.351	89.395	414.139	0.2118483	0
1	Port 2: NDI 8700340  s/n:34802401	67547	1	OK	0.5680532	-0.6242182	0.2090486	0.4939290	-149.859	89.656	415.763	0.1966391	0
1	Port 2: NDI 8700340  s/n:34802401	67548	1	OK	0.5705048	-0.6200596	0.2087018	0.4964815	-149.719	89.549	417.261	0.2001690	0
1	Port 2: NDI 8700340  s/n:34802401	67549	1	OK	0.5745778	-0.6166244	0.2072434	0.4966739	-149.191	89.699	418.836	0.2013829	0
1	Port 2: NDI 8700340  s/n:34802401	67550	1	OK	0.5773692	-0.6129248	0.2075142	0.4979015	-148.735	89.787	420.369	0.1979716	0
1	Port 2: NDI 8700340  s/n:34802401	67551	1	OK	0.5798064	-0.6087665	0.2076390	0.5001140	-148.454	89.665	421.852	0.2045280	0
1	Port 2: NDI 8700340  s/n:34802401	67552	1	OK	0.5830399	-0.6052316	0.2072226	0.5008173	-148.042	89.636	423.364	0.1989195	0
1	Port 2: NDI 8700340  s/n:34802401	67553	1	OK	0.5855567	-0.6012254	0.2077742	0.5024751	-147.322	89.764	424.870	0.1978106	0
1	Port 2: NDI 8700340  s/n:34802401	67554	1	OK	0.5888614	-0.5976023	0.2070390	0.5032381	-146.951	89.766	426.237	0.1888367	0
1	Port 2: NDI 8700340  s/n:34802401	67555	1	OK	0.5914390	-0.5938269	0.2077921	0.5043728	-146.226	89.675	427.839	0.1949365	0
1	Port 2: NDI 8700340  s/n:34802401	67556	1	OK	0.5949696	-0.5901274	0.2074169	0.5047168	-145.719	89.695	429.231	0.2076021	0
1	Port 2: NDI 8700340  s/n:34802401	67557	1	OK	0.5972254	-0.5859226	0.2087585	0.5063956	-145.107	89.729	430.600	0.2032845	0
1	Port 2: NDI 8700340  s/n:34802401	67558	1	OK	0.5998049	-0.5818873	0.2092162	0.5078088	-144.476	89.657	431.981	0.2209265	0
1	Port 2: NDI 8700340  s/n:34802401	67559	1	OK	0.6031931	-0.5783127	0.2091933	0.5078884	-143.405	89.897	433.425	0.2016223	0
1	Port 2: NDI 8700340  s/n:34802401	67560	1	OK	0.6056535	-0.5745123	0.2098918	0.5089841	-142.945	89.604	434.742	0.2108668	0
1	Port 2: NDI 8700340  s/n:34802401	67561	1	OK	0.6076943	-0.5707114	0.2115099	0.5101566	-142.227	89.527	436.127	0.2440020	0
1	Port 2: NDI 8700340  s/n:34802401	67562	1	OK	0.6105676	-0.5665966	0.2116525	0.5112521	-141.297	89.604	437.300	0.2052138	0
1	Port 2: NDI 8700340  s/n:34802401	67563	1	OK	0.6126827	-0.5626407	0.2129166	0.5125640	-140.634	89.543	438.450	0.1926844	0
1	Port 2: NDI 8700340  s/n:34802401	67564	1	OK	0.6148132	-0.5587713	0.2146274	0.5135313	-139.686	89.675	439.672	0.2149776	0
1	Port 2: NDI 8700340  s/n:34802401	67565	1	OK	0.6180181	-0.5551511	0.2146647	0.5135951	-138.814	89.456	440.793	0.1875445	0
1	Port 2: NDI 8700340  s/n:34802401	67566	1	OK	0.6193562	-0.5508045	0.2176584	0.5154000	-137.986	89.511	442.046	0.2019507	0
1	Port 2: NDI 8700340  s/n:34802401	67567	1	OK	0.6217923	-0.5466241	0.2190366	0.5163326	-137.069	89.442	443.154	0.1954072	0
1	Port 2: NDI 8700340  s/n:34802401	67568	1	OK	0.6243109	-0.5423415	0.2205651	0.5171583	-135.835	89.647	444.356	0.1924972	0
1	Port 2: NDI 8700340  s/n:34802401	67569	1	OK	0.6274587	-0.5385294	0.2214479	0.5169549	-135.136	89.335	445.485	0.1987963	0
1	Port 2: NDI 8700340  s/n:34802401	67570	1	OK	0.6287878	-0.5336419	0.2243008	0.5191737	-133.919	89.438	446.606	0.1879799	0
1	Port 2: NDI 8700340  s/n:34802401	67571	1	OK	0.6314780	-0.5295100	0.2259201	0.5194370	-132.801	89.417	447.792	0.1819204	0
1	Port 2: NDI 8700340  s/n:34802401	67572	1	OK	0.6337577	-0.5252052	0.2278941	0.5201681	-131.759	89.338	448.981	0.1849897	0
1	Port 2: NDI 8700340  s/n:34802401	67573	1	OK	0.6360696	-0.5210493	0.2296223	0.5207655	-130.771	89.121	450.189	0.1846274	0
1	Port 2: NDI 8700340  s/n:34802401	67574	1	OK	0.6385815	-0.5165193	0.2305671	0.5217857	-129.564	89.060	451.320	0.1842335	0
1	Port 2: NDI 8700340  s/n:34802401	67575	1	OK	0.6404556	-0.5119776	0.2333713	0.5227174	-128.427	89.182	452.466	0.1876470	0
1	Port 2: NDI 8700340  s/n:34802401	67576	1	OK	0.6426111	-0.5074464	0.2350356	0.5237437	-127.530	88.856	453.697	0.1906434	0
1	Port 2: NDI 8700340  s/n:34802401	67577	1	OK	0.6452756	-0.5032976	0.2367736	0.5236881	-126.385	88.672	455.005	0.1894748	0
