Tools	Port 2: NDI 8700340  s/n:34802401	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers
1	Port 2: NDI 8700340  s/n:34802401	68182	1	OK	0.6866824	-0.6848049	-0.0375624	0.2410366	-145.158	90.981	415.618	0.1766102	0
1	Port 2: NDI 8700340  s/n:34802401	68183	1	OK	0.6905537	-0.6797643	-0.0366871	0.2443565	-145.305	90.686	417.462	0.1940898	0
1	Port 2: NDI 8700340  s/n:34802401	68184	1	OK	0.6943422	-0.6756380	-0.0359219	0.2451771	-145.093	90.658	419.506	0.2250848	0
1	Port 2: NDI 8700340  s/n:34802401	68185	1	OK	0.6978426	-0.6712471	-0.0336019	0.2476167	-144.959	90.663	421.346	0.1697502	0
1	Port 2: NDI 8700340  s/n:34802401	68186	1	OK	0.7014509	-0.6668630	-0.0320703	0.2494630	-144.634	90.498	423.223	0.2014825	0
1	Port 2: NDI 8700340  s/n:34802401	68187	1	OK	0.7057218	-0.6624668	-0.0311609	0.2492457	-144.144	90.601	425.107	0.2048241	0
1	Port 2: NDI 8700340  s/n:34802401	68188	1	OK	0.7094813	-0.6582089	-0.0294201	0.2500635	-143.707	90.429	426.937	0.1877940	0
1	Port 2: NDI 8700340  s/n:34802401	68189	1	OK	0.7129706	-0.6541592	-0.0267157	0.2510676	-143.001	90.478	428.742	0.2179273	0
1	Port 2: NDI 8700340  s/n:34802401	68190	1	OK	0.7159986	-0.6501047	-0.0231009	0.2533302	-142.450	90.271	430.347	0.2244068	0
1	Port 2: NDI 8700340  s/n:34802401	68191	1	OK	0.7202384	-0.6452150	-0.0219909	0.2539108	-141.535	90.358	431.797	0.2670603	0
1	Port 2: NDI 8700340  s/n:34802401	68192	1	OK	0.7230341	-0.6417580	-0.0176403	0.2550630	-140.674	90.298	433.602	0.2559020	0
1	Port 2: NDI 8700340  s/n:34802401	68193	1	OK	0.7266968	-0.6379010	-0.0152856	0.2544808	-139.906	90.160	435.308	0.1976491	0
1	Port 2: NDI 8700340  s/n:34802401	68194	1	OK	0.7307178	-0.6337604	-0.0133025	0.2534213	-138.795	90.390	436.822	0.2258531	0
1	Port 2: NDI 8700340  s/n:34802401	68195	1	OK	0.7337856	-0.6299401	-0.0092484	0.2542611	-137.842	90.192	438.363	0.2042809	0
1	Port 2: NDI 8700340  s/n:34802401	68196	1	OK	0.7369508	-0.6264937	-0.0059603	0.2537196	-136.634	90.205	439.836	0.2389762	0
1	Port 2: NDI 8700340  s/n:34802401	68197	1	OK	0.7399658	-0.6223108	-0.0018428	0.2552970	-135.766	90.080	441.081	0.2488570	0
1	Port 2: NDI 8700340  s/n:34802401	68198	1	OK	0.7418440	-0.6185912	0.0044771	0.2588287	-134.318	90.238	442.403	0.2718993	0
1	Port 2: NDI 8700340  s/n:34802401	68199	1	OK	0.7451776	-0.6147935	0.0079597	0.2582170	-132.998	90.228	443.603	0.2842322	0
1	Port 2: NDI 8700340  s/n:34802401	68200	1	OK	0.7483390	-0.6109871	0.0115965	0.2579711	-131.624	90.215	444.930	0.3007830	0
1	Port 2: NDI 8700340  s/n:34802401	68201	1	OK	0.7518408	-0.6075657	0.0147200	0.2557002	-130.204	90.258	446.306	0.2770177	0
1	Port 2: NDI 8700340  s/n:34802401	68202	1	OK	0.7553624	-0.6043915	0.0174660	0.2526531	-128.810	90.165	447.602	0.2459709	0
1	Port 2: NDI 8700340  s/n:34802401	68203	1	OK	0.7580079	-0.6006415	0.0219889	0.2533186	-127.312	90.136	448.649	0.2653690	0
1	Port 2: NDI 8700340  s/n:34802401	68204	1	OK	0.7607389	-0.5980170	0.0262876	0.2509203	-125.830	90.080	449.799	0.2648376	0
1	Port 2: NDI 8700340  s/n:34802401	68205	1	OK	0.7628075	-0.5954714	0.0314872	0.2500942	-124.368	90.076	450.773	0.2591482	0
1	Port 2: NDI 8700340  s/n:34802401	68206	1	OK	0.7648906	-0.5926810	0.0366096	0.2496625	-122.743	90.126	451.511	0.1950302	0
1	Port 2: NDI 8700340  s/n:34802401	68207	1	OK	0.7670283	-0.5897265	0.0416833	0.2493045	-121.005	90.217	452.125	0.2509603	0
1	Port 2: NDI 8700340  s/n:34802401	68208	1	OK	0.7685658	-0.5873624	0.0476850	0.2490747	-119.446	90.199	452.846	0.2409438	0
1	Port 2: NDI 8700340  s/n:34802401	68209	1	OK	0.7707191	-0.5847083	0.0519538	0.2478085	-117.609	90.181	453.385	0.3038230	0
1	Port 2: NDI 8700340  s/n:34802401	68210	1	OK	0.7722925	-0.5825315	0.0576521	0.2467745	-115.686	90.377	453.876	0.2852562	0
1	Port 2: NDI 8700340  s/n:34802401	68211	1	OK	0.7734161	-0.5808249	0.0638176	0.2457587	-114.066	90.517	454.160	0.2632280	0
1	Port 2: NDI 8700340  s/n:34802401	68212	1	OK	0.7746775	-0.5788692	0.0693642	0.2448955	-112.308	90.430	454.377	0.3220327	0
1	Port 2: NDI 8700340  s/n:34802401	68213	1	OK	0.7752898	-0.5775463	0.0767188	0.2438858	-110.331	90.637	454.620	0.3253258	0
1	Port 2: NDI 8700340  s/n:34802401	68214	1	OK	0.7757395	-0.5757858	0.0837963	0.2442891	-108.752	90.533	454.581	0.3161370	0
1	Port 2: NDI 8700340  s/n:34802401	68215	1	OK	0.7754019	-0.5748153	0.0926593	0.2444453	-106.751	90.739	454.694	0.2823153	0
1	Port 2: NDI 8700340  s/n:34802401	68216	1	OK	0.7753587	-0.5725753	0.1004495	0.2467515	-104.931	90.915	454.394	0.3171469	0
1	Port 2: NDI 8700340  s/n:34802401	68217	1	OK	0.7744800	-0.5703808	0.1095200	0.2507027	-102.947	91.117	454.076	0.3456309	0
1	Port 2: NDI 8700340  s/n:34802401	68218	1	OK	0.7735306	-0.5686540	0.1186327	0.2533957	-101.453	91.203	453.675	0.3384791	0
1	Port 2: NDI 8700340  s/n:34802401	68219	1	OK	0.7713889	-0.5667339	0.1301622	0.2585143	-99.309	91.448	453.338	0.3528689	0
1	Port 2: NDI 8700340  s/n:34802401	68220	1	OK	0.7693477	-0.5641741	0.1408735	0.2645113	-97.865	91.444	452.691	0.4097747	0
1	Port 2: NDI 8700340  s/n:34802401	68221	1	OK	0.7668839	-0.5616267	0.1527197	0.2704465	-95.842	91.852	452.044	0.4051600	0
1	Port 2: NDI 8700340  s/n:34802401	68222	1	OK	0.7651261	-0.5594362	0.1625896	0.2741857	-94.204	91.781	451.450	0.4422269	0
1	Port 2: NDI 8700340  s/n:34802401	68224	1	OK	0.7620994	-0.5564157	0.1809217	0.2772606	-90.760	91.910	450.245	0.3940225	0
1	Port 2: NDI 8700340  s/n:34802401	68225	1	OK	0.7617165	-0.5557959	0.1871191	0.2754366	-88.633	92.069	449.492	0.4408154	0
1	Port 2: NDI 8700340  s/n:34802401	68226	1	OK	0.7622069	-0.5560652	0.1912796	0.2706369	-86.522	92.213	448.704	0.4261540	0
1	Port 2: NDI 8700340  s/n:34802401	68227	1	OK	0.7636208	-0.5578579	0.1931644	0.2614675	-84.699	92.122	448.059	0.4232129	0
1	Port 2: NDI 8700340  s/n:34802401	68228	1	OK	0.7651109	-0.5597129	0.1945675	0.2519330	-82.520	92.088	447.347	0.3839854	0
1	Port 2: NDI 8700340  s/n:34802401	68229	1	OK	0.7660939	-0.5621096	0.1960758	0.2422546	-80.360	92.177	446.600	0.4035779	0
1	Port 2: NDI 8700340  s/n:34802401	68230	1	OK	0.7666798	-0.5644833	0.1978848	0.2332430	-78.642	92.092	445.635	0.3488392	0
1	Port 2: NDI 8700340  s/n:34802401	68231	1	OK	0.7665757	-0.5670284	0.2003418	0.2251746	-76.815	92.051	444.576	0.3187977	0
1	Port 2: NDI 8700340  s/n:34802401	68232	1	OK	0.7656668	-0.5696145	0.2034728	0.2188435	-74.978	92.119	443.320	0.3669264	0
1	Port 2: NDI 8700340  s/n:34802401	68233	1	OK	0.7643088	-0.5722604	0.2073399	0.2129797	-73.331	92.158	441.967	0.3451885	0
1	Port 2: NDI 8700340  s/n:34802401	68234	1	OK	0.7625001	-0.5745260	0.2118003	0.2089358	-71.959	92.129	440.477	0.3694600	0
1	Port 2: NDI 8700340  s/n:34802401	68235	1	OK	0.7607849	-0.5772816	0.2154835	0.2037626	-70.181	92.172	438.876	0.3184388	0
1	Port 2: NDI 8700340  s/n:34802401	68236	1	OK	0.7596226	-0.5812902	0.2172109	0.1946656	-68.405	92.125	437.405	0.3154960	0
1	Port 2: NDI 8700340  s/n:34802401	68237	1	OK	0.7590803	-0.5862083	0.2164539	0.1824954	-66.880	91.947	435.957	0.2915024	0
1	Port 2: NDI 8700340  s/n:34802401	68238	1	OK	0.7577918	-0.5906027	0.2168034	0.1730211	-65.062	91.840	434.394	0.3285271	0
1	Port 2: NDI 8700340  s/n:34802401	68239	1	OK	0.7561663	-0.5954115	0.2173709	0.1626269	-63.748	91.499	432.921	0.2634168	0
1	Port 2: NDI 8700340  s/n:34802401	68240	1	OK	0.7540835	-0.6003102	0.2180740	0.1530668	-62.268	91.371	431.300	0.2336179	0
1	Port 2: NDI 8700340  s/n:34802401	68241	1	OK	0.7518280	-0.6049074	0.2188950	0.1446604	-60.586	91.357	429.524	0.2557094	0
1	Port 2: NDI 8700340  s/n:34802401	68242	1	OK	0.7493511	-0.6094935	0.2200196	0.1363153	-58.956	91.392	427.624	0.2527974	0
1	Port 2: NDI 8700340  s/n:34802401	68243	1	OK	0.7465604	-0.6148134	0.2202935	0.1269755	-57.770	91.188	425.819	0.2309788	0
1	Port 2: NDI 8700340  s/n:34802401	68244	1	OK	0.7434388	-0.6198541	0.2207509	0.1197863	-56.402	91.029	424.011	0.2251682	0
1	Port 2: NDI 8700340  s/n:34802401	68245	1	OK	0.7405540	-0.6254531	0.2195447	0.1104011	-55.422	90.797	422.192	0.2177426	0
1	Port 2: NDI 8700340  s/n:34802401	68246	1	OK	0.7372800	-0.6307409	0.2190827	0.1028929	-54.420	90.624	420.360	0.2085896	0
1	Port 2: NDI 8700340  s/n:34802401	68247	1	OK	0.7340598	-0.6359522	0.2180400	0.0958099	-53.472	90.600	418.439	0.2298480	0
1	Port 2: NDI 8700340  s/n:34802401	68248	1	OK	0.7306583	-0.6412594	0.2166555	0.0893603	-52.917	90.395	416.521	0.2252828	0
1	Port 2: NDI 8700340  s/n:34802401	68249	1	OK	0.7268774	-0.6466362	0.2156427	0.0837206	-52.591	90.081	414.683	0.2545272	0
1	Port 2: NDI 8700340  s/n:34802401	68250	1	OK	0.7224582	-0.6525910	0.2147283	0.0779158	-52.107	90.148	412.857	0.2313683	0
1	Port 2: NDI 8700340  s/n:34802401	68251	1	OK	0.7183951	-0.6579035	0.2134801	0.0741468	-51.620	90.145	410.862	0.2318394	0
1	Port 2: NDI 8700340  s/n:34802401	68252	1	OK	0.7145932	-0.6631689	0.2114904	0.0695369	-51.556	90.208	408.774	0.2787344	0
1	Port 2: NDI 8700340  s/n:34802401	68253	1	OK	0.7100948	-0.6686093	0.2104346	0.0666653	-51.648	90.003	406.891	0.2397888	0
1	Port 2: NDI 8700340  s/n:34802401	68254	1	OK	0.7054881	-0.6737374	0.2101987	0.0646602	-51.796	90.126	404.810	0.2645664	0
1	Port 2: NDI 8700340  s/n:34802401	68255	1	OK	0.7004185	-0.6781329	0.2122721	0.0670092	-52.020	90.107	402.638	0.2631553	0
1	Port 2: NDI 8700340  s/n:34802401	68256	1	OK	0.6951875	-0.6823451	0.2152511	0.0691841	-52.751	90.087	400.435	0.2275485	0
1	Port 2: NDI 8700340  s/n:34802401	68257	1	OK	0.6898660	-0.6860025	0.2190725	0.0741134	-53.142	90.219	398.123	0.2529473	0
1	Port 2: NDI 8700340  s/n:34802401	68258	1	OK	0.6847028	-0.6896610	0.2223142	0.0782698	-53.668	90.312	395.808	0.2385633	0
1	Port 2: NDI 8700340  s/n:34802401	68259	1	OK	0.6792469	-0.6940834	0.2243639	0.0808252	-54.473	90.269	393.741	0.2085406	0
1	Port 2: NDI 8700340  s/n:34802401	68260	1	OK	0.6747362	-0.6991107	0.2226918	0.0798977	-55.048	90.323	391.690	0.2523747	0
1	Port 2: NDI 8700340  s/n:34802401	68261	1	OK	0.6701054	-0.7050406	0.2190331	0.0768174	-55.464	90.310	389.912	0.2451434	0
1	Port 2: NDI 8700340  s/n:34802401	68262	1	OK	0.6660045	-0.7104912	0.2147981	0.0741758	-56.373	90.044	388.082	0.2324146	0
1	Port 2: NDI 8700340  s/n:34802401	68263	1	OK	0.6613865	-0.7155310	0.2125059	0.0736511	-57.005	89.997	386.232	0.2502245	0
1	Port 2: NDI 8700340  s/n:34802401	68264	1	OK	0.6562636	-0.7197605	0.2132687	0.0760219	-57.607	90.054	384.245	0.2106912	0
1	Port 2: NDI 8700340  s/n:34802401	68265	1	OK	0.6515899	-0.7234033	0.2140425	0.0793986	-58.758	89.755	382.220	0.2248291	0
1	Port 2: NDI 8700340  s/n:34802401	68266	1	OK	0.6461478	-0.7275537	0.2155140	0.0819287	-59.360	89.900	380.342	0.2245447	0
1	Port 2: NDI 8700340  s/n:34802401	68267	1	OK	0.6418287	-0.7317393	0.2138451	0.0829682	-60.307	89.780	378.462	0.2244474	0
1	Port 2: NDI 8700340  s/n:34802401	68268	1	OK	0.6375453	-0.7365398	0.2102612	0.0826765	-61.167	89.598	376.779	0.2502967	0
1	Port 2: NDI 8700340  s/n:34802401	68269	1	OK	0.6332503	-0.7413257	0.2067141	0.0818506	-62.139	89.511	375.227	0.2142697	0
1	Port 2: NDI 8700340  s/n:34802401	68270	1	OK	0.6291393	-0.7456244	0.2036690	0.0821391	-63.121	89.431	373.666	0.2730183	0
1	Port 2: NDI 8700340  s/n:34802401	68271	1	OK	0.6250778	-0.7498919	0.2004814	0.0821407	-64.155	89.354	372.240	0.2082224	0
1	Port 2: NDI 8700340  s/n:34802401	68272	1	OK	0.6215114	-0.7535364	0.1972714	0.0836088	-65.324	89.042	370.770	0.2438936	0
1	Port 2: NDI 8700340  s/n:34802401	68273	1	OK	0.6175688	-0.7577766	0.1937033	0.0828393	-66.397	89.100	369.437	0.2021592	0
1	Port 2: NDI 8700340  s/n:34802401	68274	1	OK	0.6142594	-0.7614988	0.1893812	0.0833048	-67.476	88.902	368.107	0.1757478	0
1	Port 2: NDI 8700340  s/n:34802401	68275	1	OK	0.6105547	-0.7653711	0.1855035	0.0837762	-68.715	88.740	366.922	0.2262027	0
1	Port 2: NDI 8700340  s/n:34802401	68276	1	OK	0.6069911	-0.7689049	0.1821046	0.0847640	-69.779	88.797	365.741	0.2291279	0
1	Port 2: NDI 8700340  s/n:34802401	68277	1	OK	0.6039335	-0.7723592	0.1772700	0.0854457	-71.077	88.740	364.612	0.2354428	0
1	Port 2: NDI 8700340  s/n:34802401	68278	1	OK	0.6006769	-0.7756367	0.1733235	0.0867980	-72.440	88.734	363.596	0.2004012	0
1	Port 2: NDI 8700340  s/n:34802401	68279	1	OK	0.5977419	-0.7783635	0.1698687	0.0894400	-74.002	88.548	362.509	0.1888886	0
1	Port 2: NDI 8700340  s/n:34802401	68280	1	OK	0.5947510	-0.7809621	0.1667314	0.0925753	-75.448	88.413	361.507	0.2118435	0
1	Port 2: NDI 8700340  s/n:34802401	68281	1	OK	0.5916801	-0.7836589	0.1633223	0.0954943	-76.930	88.504	360.609	0.2549785	0
1	Port 2: NDI 8700340  s/n:34802401	68282	1	OK	0.5891198	-0.7866168	0.1575803	0.0966453	-78.711	88.364	359.955	0.1838189	0
1	Port 2: NDI 8700340  s/n:34802401	68283	1	OK	0.5869293	-0.7889712	0.1523114	0.0991951	-80.189	88.565	359.181	0.2186710	0
1	Port 2: NDI 8700340  s/n:34802401	68284	1	OK	0.5843770	-0.7912736	0.1479212	0.1025131	-82.213	88.429	358.614	0.2082483	0
1	Port 2: NDI 8700340  s/n:34802401	68285	1	OK	0.5819764	-0.7931688	0.1441078	0.1068627	-84.181	88.492	357.908	0.2189482	0
1	Port 2: NDI 8700340  s/n:34802401	68286	1	OK	0.5797461	-0.7950387	0.1399112	0.1106023	-86.234	88.518	357.328	0.2045609	0
1	Port 2: NDI 8700340  s/n:34802401	68287	1	OK	0.5774424	-0.7965294	0.1365750	0.1159674	-88.278	88.499	356.910	0.1991944	0
1	Port 2: NDI 8700340  s/n:34802401	68288	1	OK	0.5757917	-0.7982348	0.1311125	0.1187210	-90.448	88.614	356.599	0.2016644	0
1	Port 2: NDI 8700340  s/n:34802401	68289	1	OK	0.5743244	-0.7996506	0.1249225	0.1229014	-92.404	88.680	356.383	0.2016976	0
1	Port 2: NDI 8700340  s/n:34802401	68290	1	OK	0.5733282	-0.8008157	0.1182557	0.1265096	-94.588	88.706	356.241	0.1930361	0
1	Port 2: NDI 8700340  s/n:34802401	68291	1	OK	0.5723102	-0.8016144	0.1125687	0.1311632	-96.862	88.763	356.050	0.1936732	0
1	Port 2: NDI 8700340  s/n:34802401	68292	1	OK	0.5709333	-0.8024011	0.1077953	0.1362640	-99.155	88.678	356.230	0.2053156	0
1	Port 2: NDI 8700340  s/n:34802401	68293	1	OK	0.5703223	-0.8026889	0.1020986	0.1414171	-101.525	88.762	356.270	0.1939156	0
1	Port 2: NDI 8700340  s/n:34802401	68294	1	OK	0.5695243	-0.8029980	0.0970218	0.1463663	-103.749	88.880	356.591	0.1932099	0
1	Port 2: NDI 8700340  s/n:34802401	68295	1	OK	0.5688550	-0.8027279	0.0930554	0.1528809	-106.177	88.875	356.844	0.1784296	0
1	Port 2: NDI 8700340  s/n:34802401	68296	1	OK	0.5682964	-0.8026763	0.0885034	0.1578516	-108.450	88.890	357.287	0.1835243	0
1	Port 2: NDI 8700340  s/n:34802401	68297	1	OK	0.5685374	-0.8022197	0.0822520	0.1626143	-110.498	89.034	357.735	0.1630410	0
1	Port 2: NDI 8700340  s/n:34802401	68298	1	OK	0.5697857	-0.8013669	0.0746429	0.1660837	-112.802	88.888	358.381	0.1896836	0
1	Port 2: NDI 8700340  s/n:34802401	68299	1	OK	0.5709063	-0.8005157	0.0674753	0.1693742	-114.855	89.020	359.249	0.1949259	0
1	Port 2: NDI 8700340  s/n:34802401	68300	1	OK	0.5718102	-0.7995263	0.0616904	0.1731623	-116.953	89.130	360.116	0.1879630	0
1	Port 2: NDI 8700340  s/n:34802401	68301	1	OK	0.5729123	-0.7981111	0.0562670	0.1778321	-118.830	89.207	360.985	0.1591268	0
1	Port 2: NDI 8700340  s/n:34802401	68302	1	OK	0.5742582	-0.7966026	0.0511392	0.1817598	-120.776	89.283	361.951	0.1664227	0
1	Port 2: NDI 8700340  s/n:34802401	68303	1	OK	0.5765367	-0.7945414	0.0445899	0.1852598	-122.583	89.267	363.005	0.1749732	0
1	Port 2: NDI 8700340  s/n:34802401	68304	1	OK	0.5785245	-0.7928015	0.0385295	0.1878582	-124.321	89.448	364.297	0.1929954	0
1	Port 2: NDI 8700340  s/n:34802401	68305	1	OK	0.5812613	-0.7906408	0.0311030	0.1898819	-126.064	89.472	365.610	0.1866560	0
1	Port 2: NDI 8700340  s/n:34802401	68306	1	OK	0.5836651	-0.7882853	0.0255347	0.1931043	-127.819	89.552	366.971	0.1589932	0
1	Port 2: NDI 8700340  s/n:34802401	68307	1	OK	0.5864847	-0.7854945	0.0205583	0.1964982	-129.374	89.715	368.308	0.1599469	0
1	Port 2: NDI 8700340  s/n:34802401	68308	1	OK	0.5896701	-0.7825113	0.0144298	0.1993917	-131.049	89.637	369.910	0.1809321	0
1	Port 2: NDI 8700340  s/n:34802401	68309	1	OK	0.5932773	-0.7796847	0.0072481	0.2001531	-132.547	89.736	371.633	0.1987157	0
1	Port 2: NDI 8700340  s/n:34802401	68310	1	OK	0.5965361	-0.7765595	0.0020454	0.2027213	-133.820	90.065	373.357	0.1376838	0
1	Port 2: NDI 8700340  s/n:34802401	68311	1	OK	0.6005330	-0.7727353	-0.0044201	0.2054769	-135.370	89.940	375.012	0.1508314	0
1	Port 2: NDI 8700340  s/n:34802401	68312	1	OK	0.6042376	-0.7692490	-0.0090340	0.2075363	-136.854	89.957	376.843	0.1935992	0
1	Port 2: NDI 8700340  s/n:34802401	68313	1	OK	0.6076529	-0.7652862	-0.0132855	0.2119398	-138.118	90.069	378.569	0.1309466	0
1	Port 2: NDI 8700340  s/n:34802401	68314	1	OK	0.6112898	-0.7615661	-0.0176094	0.2145500	-139.544	90.106	380.552	0.1376102	0
1	Port 2: NDI 8700340  s/n:34802401	68315	1	OK	0.6149844	-0.7574745	-0.0211881	0.2181228	-140.932	90.117	382.382	0.1488405	0
1	Port 2: NDI 8700340  s/n:34802401	68316	1	OK	0.6184492	-0.7533220	-0.0243471	0.2223372	-142.445	89.945	384.297	0.1694853	0
1	Port 2: NDI 8700340  s/n:34802401	68317	1	OK	0.6213360	-0.7491820	-0.0258525	0.2280339	-143.765	89.870	386.252	0.1402650	0
1	Port 2: NDI 8700340  s/n:34802401	68318	1	OK	0.6242184	-0.7450499	-0.0272478	0.2334728	-145.182	89.717	388.112	0.1439039	0
1	Port 2: NDI 8700340  s/n:34802401	68319	1	OK	0.6269658	-0.7406308	-0.0278156	0.2400129	-146.410	89.576	389.991	0.1188218	0
1	Port 2: NDI 8700340  s/n:34802401	68320	1	OK	0.6303013	-0.7359620	-0.0293074	0.2454001	-147.664	89.361	391.969	0.1783505	0
1	Port 2: NDI 8700340  s/n:34802401	68321	1	OK	0.6337456	-0.7315877	-0.0313067	0.2493309	-148.903	89.252	393.949	0.1640200	0
1	Port 2: NDI 8700340  s/n:34802401	68322	1	OK	0.6371946	-0.7271298	-0.0328527	0.2533496	-149.935	89.030	396.098	0.1439889	0
1	Port 2: NDI 8700340  s/n:34802401	68323	1	OK	0.6405230	-0.7221395	-0.0342626	0.2589805	-150.824	88.892	398.060	0.1660802	0
1	Port 2: NDI 8700340  s/n:34802401	68324	1	OK	0.6440686	-0.7176916	-0.0356027	0.2623488	-151.905	88.676	400.147	0.1940983	0
1	Port 2: NDI 8700340  s/n:34802401	68325	1	OK	0.6478063	-0.7125473	-0.0371960	0.2669079	-152.583	88.576	402.162	0.2712442	0
1	Port 2: NDI 8700340  s/n:34802401	68326	1	OK	0.6511066	-0.7082704	-0.0377438	0.2701641	-153.617	88.210	404.341	0.1954509	0
1	Port 2: NDI 8700340  s/n:34802401	68327	1	OK	0.6546213	-0.7035189	-0.0387690	0.2739143	-154.223	88.085	406.446	0.1874836	0
1	Port 2: NDI 8700340  s/n:34802401	68328	1	OK	0.6583883	-0.6984581	-0.0397686	0.2776681	-154.621	88.001	408.606	0.2213766	0
1	Port 2: NDI 8700340  s/n:34802401	68329	1	OK	0.6624500	-0.6937945	-0.0414038	0.2794547	-155.511	87.524	410.700	0.2628316	0
1	Port 2: NDI 8700340  s/n:34802401	68330	1	OK	0.6653827	-0.6888251	-0.0399435	0.2849394	-155.733	87.464	412.678	0.2828324	0
1	Port 2: NDI 8700340  s/n:34802401	68331	1	OK	0.6686437	-0.6840059	-0.0398772	0.2888968	-156.238	87.141	414.661	0.2999619	0
1	Port 2: NDI 8700340  s/n:34802401	68332	1	OK	0.6719763	-0.6794485	-0.0393897	0.2919692	-156.359	87.110	416.753	0.2603446	0
1	Port 2: NDI 8700340  s/n:34802401	68333	1	OK	0.6750438	-0.6745142	-0.0383112	0.2964436	-156.567	86.923	418.646	0.2996889	0
1	Port 2: NDI 8700340  s/n:34802401	68334	1	OK	0.6782408	-0.6700151	-0.0370586	0.2994926	-156.746	86.771	420.460	0.3199286	0
1	Port 2: NDI 8700340  s/n:34802401	68335	1	OK	0.6815510	-0.6653763	-0.0359121	0.3024449	-156.670	86.583	422.385	0.3282578	0
1	Port 2: NDI 8700340  s/n:34802401	68336	1	OK	0.6847985	-0.6604761	-0.0346994	0.3059709	-156.413	86.549	424.115	0.3684045	0
1	Port 2: NDI 8700340  s/n:34802401	68337	1	OK	0.6878363	-0.6563185	-0.0332330	0.3082577	-156.365	86.168	426.032	0.3303269	0
1	Port 2: NDI 8700340  s/n:34802401	68338	1	OK	0.6918499	-0.6522381	-0.0328713	0.3079751	-156.114	86.101	428.005	0.3227392	0
1	Port 2: NDI 8700340  s/n:34802401	68339	1	OK	0.6946416	-0.6475956	-0.0302637	0.3117323	-155.683	86.187	429.603	0.4003002	0
1	Port 2: NDI 8700340  s/n:34802401	68340	1	OK	0.6974517	-0.6431092	-0.0282082	0.3149223	-155.408	85.969	431.274	0.2913559	0
1	Port 2: NDI 8700340  s/n:34802401	68341	1	OK	0.7006765	-0.6386047	-0.0265001	0.3170712	-154.949	85.562	432.979	0.3421519	0
1	Port 2: NDI 8700340  s/n:34802401	68342	1	OK	0.7036950	-0.6347946	-0.0235609	0.3182672	-154.372	85.859	434.668	0.3792081	0
1	Port 2: NDI 8700340  s/n:34802401	68343	1	OK	0.7070223	-0.6307884	-0.0213443	0.3190140	-153.884	85.619	436.470	0.3670603	0
1	Port 2: NDI 8700340  s/n:34802401	68344	1	OK	0.7105409	-0.6266739	-0.0194646	0.3194256	-153.205	85.506	438.168	0.4479808	0
1	Port 2: NDI 8700340  s/n:34802401	68345	1	OK	0.7140813	-0.6223249	-0.0177312	0.3201330	-152.435	85.501	439.818	0.3665937	0
1	Port 2: NDI 8700340  s/n:34802401	68346	1	OK	0.7178570	-0.6182327	-0.0166899	0.3196734	-151.786	85.347	441.397	0.3722331	0
1	Port 2: NDI 8700340  s/n:34802401	68347	1	OK	0.7208711	-0.6138826	-0.0142859	0.3213859	-151.047	85.274	442.935	0.3639422	0
1	Port 2: NDI 8700340  s/n:34802401	68348	1	OK	0.7231317	-0.6104443	-0.0098404	0.3230193	-150.424	84.999	444.539	0.3708770	0
1	Port 2: NDI 8700340  s/n:34802401	68349	1	OK	0.7263169	-0.6062455	-0.0070609	0.3238524	-149.398	85.117	445.888	0.4310117	0
1	Port 2: NDI 8700340  s/n:34802401	68350	1	OK	0.7296357	-0.6021934	-0.0050520	0.3239896	-148.303	85.006	447.364	0.4007006	0
1	Port 2: NDI 8700340  s/n:34802401	68351	1	OK	0.7324548	-0.5986315	-0.0019973	0.3242626	-147.336	84.947	448.767	0.4509906	0
1	Port 2: NDI 8700340  s/n:34802401	68352	1	OK	0.7354293	-0.5943767	-0.0000831	0.3253614	-146.359	84.795	449.857	0.4632523	0
1	Port 2: NDI 8700340  s/n:34802401	68353	1	OK	0.7379459	-0.5915740	0.0045780	0.3247385	-144.970	85.195	451.259	0.4164561	0
1	Port 2: NDI 8700340  s/n:34802401	68354	1	OK	0.7404915	-0.5882319	0.0080111	0.3249483	-144.127	84.902	452.435	0.4263268	0
1	Port 2: NDI 8700340  s/n:34802401	68355	1	OK	0.7440245	-0.5852723	0.0101211	0.3221513	-142.804	84.977	453.664	0.3966956	0
1	Port 2: NDI 8700340  s/n:34802401	68356	1	OK	0.7464851	-0.5820009	0.0138060	0.3222488	-141.435	85.094	454.730	0.4048382	0
1	Port 2: NDI 8700340  s/n:34802401	68359	1	OK	0.7531652	-0.5733266	0.0260817	0.3214943	-137.220	85.351	457.342	0.4389716	0
1	Port 2: NDI 8700340  s/n:34802401	68360	1	OK	0.7557095	-0.5708615	0.0297663	0.3195845	-135.783	85.472	458.196	0.3846454	0
1	Port 2: NDI 8700340  s/n:34802401	68361	1	OK	0.7581844	-0.5685424	0.0334226	0.3174884	-134.366	85.586	458.958	0.4058504	0
1	Port 2: NDI 8700340  s/n:34802401	68362	1	OK	0.7599871	-0.5660704	0.0376352	0.3171240	-132.884	85.598	459.539	0.3653421	0
1	Port 2: NDI 8700340  s/n:34802401	68363	1	OK	0.7616796	-0.5642393	0.0427781	0.3156711	-131.237	85.878	460.109	0.3790375	0
1	Port 2: NDI 8700340  s/n:34802401	68365	1	OK	0.7635878	-0.5600394	0.0542797	0.3167699	-128.329	86.090	460.960	0.4120334	0
